"R0000100","R0536402","S7514300","S8646900","S8647300","S8647500","S8647800"
2798,1983,0,-4,-4,-4,-4
2799,1980,2,1,2,1,2
2800,1981,1,-4,-4,-4,-4
2801,1983,4,-4,-4,-4,-4
2802,1982,2,-4,-4,-4,-4
2803,1980,-5,-5,-5,-5,-5
2804,1982,-5,-5,-5,-5,-5
2805,1982,2,-4,-4,-4,-4
2806,1982,2,-4,-4,-4,-4
2807,1984,2,-4,-4,-4,-4
2808,1983,1,-4,-4,-4,-4
2809,1981,1,1,3,1,1
2810,1983,-3,-4,-4,-4,-4
2811,1984,2,-4,-4,-4,-4
2812,1981,2,-4,-4,-4,-4
2813,1982,2,3,1,1,1
2814,1980,-5,-5,-5,-5,-5
2815,1983,0,-4,-4,-4,-4
2816,1984,0,-4,-4,-4,-4
2817,1982,-5,-5,-5,-5,-5
2818,1984,2,-4,-4,-4,-4
2819,1981,-5,-5,-5,-5,-5
2820,1983,-5,-5,-5,-5,-5
2821,1981,0,-4,-4,-4,-4
2822,1982,0,3,1,1,1
2823,1980,-5,-5,-5,-5,-5
2824,1980,-5,-5,-5,-5,-5
2825,1982,0,3,1,1,1
2826,1984,0,-4,-4,-4,-4
2827,1982,0,3,1,1,1
2828,1982,2,-4,-4,-4,-4
2829,1980,1,1,4,1,1
2830,1982,4,-4,-4,-4,-4
2831,1980,0,-4,-4,-4,-4
2832,1982,2,1,1,2,1
2833,1983,2,-4,-4,-4,-4
2834,1984,-5,-5,-5,-5,-5
2835,1981,1,1,1,4,1
2836,1980,2,3,2,1,1
2837,1980,-5,-5,-5,-5,-5
2838,1982,-5,-5,-5,-5,-5
2839,1981,2,-4,-4,-4,-4
2840,1983,2,-4,-4,-4,-4
2841,1983,2,-4,-4,-4,-4
2842,1981,2,-4,-4,-4,-4
2843,1980,2,1,1,3,1
2844,1984,2,-4,-4,-4,-4
2845,1982,2,3,2,2,2
2846,1982,2,-4,-4,-4,-4
2847,1984,1,1,3,3,1
2848,1980,4,3,2,1,2
2849,1982,0,-4,-4,-4,-4
2850,1980,-5,-5,-5,-5,-5
2851,1983,1,1,3,1,1
2852,1983,-5,-5,-5,-5,-5
2853,1981,-5,-5,-5,-5,-5
2854,1983,1,-4,-4,-4,-4
2855,1980,2,4,3,1,1
2856,1983,2,-4,-4,-4,-4
2857,1981,-5,-5,-5,-5,-5
2858,1981,4,-4,-4,-4,-4
2859,1983,0,-4,-4,-4,-4
2860,1980,0,-4,-4,-4,-4
2861,1982,0,-4,-4,-4,-4
2862,1981,1,4,1,2,3
2863,1983,2,-4,-4,-4,-4
2864,1982,0,-4,-4,-4,-4
2865,1984,2,-4,-4,-4,-4
2866,1981,2,-4,-4,-4,-4
2867,1984,2,-4,-4,-4,-4
2868,1981,0,-4,-4,-4,-4
2869,1980,4,-4,-4,-4,-4
2870,1983,4,-4,-4,-4,-4
2871,1981,4,-4,-4,-4,-4
2872,1982,2,1,1,4,3
2873,1980,4,3,3,4,2
2874,1981,4,-4,-4,-4,-4
2875,1980,4,2,3,4,2
2876,1980,5,-4,-4,-4,-4
2877,1983,4,-4,-4,-4,-4
2878,1980,-5,-5,-5,-5,-5
2879,1981,-5,-5,-5,-5,-5
2880,1984,2,-4,-4,-4,-4
2881,1981,-5,-5,-5,-5,-5
2882,1981,0,-4,-4,-4,-4
2883,1983,2,-4,-4,-4,-4
2884,1983,4,-4,-4,-4,-4
2885,1981,1,1,1,-2,-2
2886,1984,2,-4,-4,-4,-4
2887,1982,2,1,1,2,1
2888,1984,2,-2,-2,-2,-2
2889,1980,4,-4,-4,-4,-4
2890,1982,-5,-5,-5,-5,-5
2891,1984,2,2,3,2,1
2892,1981,-5,-5,-5,-5,-5
2893,1982,2,1,1,4,1
2894,1980,4,-4,-4,-4,-4
2895,1982,-5,-5,-5,-5,-5
2896,1980,-5,-5,-5,-5,-5
2897,1982,-5,-5,-5,-5,-5
2898,1983,2,-4,-4,-4,-4
2899,1981,4,2,4,3,2
2900,1981,4,-4,-4,-4,-4
2901,1983,-5,-5,-5,-5,-5
2902,1983,-5,-5,-5,-5,-5
2903,1983,0,-4,-4,-4,-4
2904,1980,2,-4,-4,-4,-4
2905,1983,4,-4,-4,-4,-4
2906,1984,2,-4,-4,-4,-4
2907,1980,2,-4,-4,-4,-4
2908,1983,2,1,2,1,1
2909,1983,0,-4,-4,-4,-4
2910,1980,2,-4,-4,-4,-4
2911,1980,0,-4,-4,-4,-4
2912,1983,2,2,2,3,1
2913,1983,2,-4,-4,-4,-4
2914,1981,4,-4,-4,-4,-4
2915,1980,2,-4,-4,-4,-4
2916,1981,3,-4,-4,-4,-4
2917,1982,-5,-5,-5,-5,-5
2918,1982,-5,-5,-5,-5,-5
2919,1984,-5,-5,-5,-5,-5
2920,1982,-5,-5,-5,-5,-5
2921,1982,1,-4,-4,-4,-4
2922,1983,2,-4,-4,-4,-4
2923,1984,2,1,1,1,1
2924,1982,2,-4,-4,-4,-4
2925,1983,2,-4,-4,-4,-4
2926,1982,4,-4,-4,-4,-4
2927,1982,0,-4,-4,-4,-4
2928,1980,-5,-5,-5,-5,-5
2929,1982,4,-4,-4,-4,-4
2930,1983,2,-4,-4,-4,-4
2931,1980,2,4,1,3,1
2932,1981,2,2,2,3,1
2933,1982,1,-4,-4,-4,-4
2934,1980,2,3,4,3,4
2935,1983,0,-4,-4,-4,-4
2936,1983,2,2,1,-2,1
2937,1984,2,-4,-4,-4,-4
2938,1980,4,4,2,4,1
2939,1983,4,-4,-4,-4,-4
2940,1980,2,-4,-4,-4,-4
2941,1983,4,-4,-4,-4,-4
2942,1981,4,-4,-4,-4,-4
2943,1984,-5,-5,-5,-5,-5
2944,1984,4,-4,-4,-4,-4
2945,1981,4,-4,-4,-4,-4
2946,1983,4,2,1,2,2
2947,1983,0,-4,-4,-4,-4
2948,1983,-5,-5,-5,-5,-5
2949,1980,2,-4,-4,-4,-4
2950,1981,2,-4,-4,-4,-4
2951,1983,2,1,3,2,1
2952,1983,-5,-5,-5,-5,-5
2953,1982,2,-4,-4,-4,-4
2954,1982,2,-4,-4,-4,-4
2955,1984,0,1,1,1,1
2956,1981,2,-4,-4,-4,-4
2957,1981,2,1,2,1,1
2958,1981,0,2,1,1,1
2959,1981,2,-4,-4,-4,-4
2960,1983,2,2,1,3,1
2961,1980,-5,-5,-5,-5,-5
2962,1981,2,-4,-4,-4,-4
2963,1983,-5,-5,-5,-5,-5
2964,1980,2,-4,-4,-4,-4
2965,1984,2,-4,-4,-4,-4
2966,1983,-5,-5,-5,-5,-5
2967,1984,-5,-5,-5,-5,-5
2968,1984,2,-4,-4,-4,-4
2969,1984,-5,-5,-5,-5,-5
2970,1982,1,-4,-4,-4,-4
2971,1980,-5,-5,-5,-5,-5
2972,1982,2,-4,-4,-4,-4
2973,1981,-5,-5,-5,-5,-5
2974,1984,-5,-5,-5,-5,-5
2975,1981,-5,-5,-5,-5,-5
2976,1983,4,-4,-4,-4,-4
2977,1980,1,3,2,2,1
2978,1981,2,-4,-4,-4,-4
2979,1982,4,-4,-4,-4,-4
2980,1980,2,4,3,4,2
2981,1982,-5,-5,-5,-5,-5
2982,1982,2,-4,-4,-4,-4
2983,1980,4,-4,-4,-4,-4
2984,1981,4,-4,-4,-4,-4
2985,1982,4,-4,-4,-4,-4
2986,1981,4,-4,-4,-4,-4
2987,1984,4,-4,-4,-4,-4
2988,1983,2,-4,-4,-4,-4
2989,1983,4,2,1,2,2
2990,1982,2,-4,-4,-4,-4
2991,1981,-5,-5,-5,-5,-5
2992,1980,5,4,3,3,2
2993,1984,4,-4,-4,-4,-4
2994,1980,-5,-5,-5,-5,-5
2995,1983,2,-4,-4,-4,-4
2996,1980,1,4,1,4,1
2997,1980,4,-4,-4,-4,-4
2998,1981,2,2,3,1,1
2999,1983,2,-4,-4,-4,-4
3000,1981,-5,-5,-5,-5,-5
3001,1984,2,-4,-4,-4,-4
3002,1980,1,2,2,-2,1
3003,1982,1,-4,-4,-4,-4
3004,1982,2,-4,-4,-4,-4
3005,1984,2,-4,-4,-4,-4
3006,1981,2,-4,-4,-4,-4
3007,1983,2,-4,-4,-4,-4
3008,1983,2,-4,-4,-4,-4
3009,1981,4,-4,-4,-4,-4
3010,1982,-5,-5,-5,-5,-5
3011,1984,1,3,2,3,1
3012,1982,3,-4,-4,-4,-4
3013,1982,-5,-5,-5,-5,-5
3014,1980,2,3,2,3,1
3015,1983,3,-4,-4,-4,-4
3016,1984,2,1,1,1,1
3017,1984,2,2,1,3,1
3018,1982,2,-4,-4,-4,-4
3019,1981,-5,-5,-5,-5,-5
3020,1982,4,3,2,2,2
3021,1980,4,4,2,2,1
3022,1983,4,-4,-4,-4,-4
3023,1980,2,-4,-4,-4,-4
3024,1983,2,4,3,3,2
3025,1983,2,-4,-4,-4,-4
3026,1983,2,-4,-4,-4,-4
3027,1984,2,-4,-4,-4,-4
3028,1983,1,-4,-4,-4,-4
3029,1980,1,-4,-4,-4,-4
3030,1982,2,-4,-4,-4,-4
3031,1982,4,-4,-4,-4,-4
3032,1983,2,-4,-4,-4,-4
3033,1984,0,-4,-4,-4,-4
3034,1984,-5,-5,-5,-5,-5
3035,1981,1,-4,-4,-4,-4
3036,1982,2,-4,-4,-4,-4
3037,1984,2,-4,-4,-4,-4
3038,1981,4,-4,-4,-4,-4
3039,1982,2,-4,-4,-4,-4
3040,1982,2,2,2,2,2
3041,1984,2,-4,-4,-4,-4
3042,1980,0,-4,-4,-4,-4
3043,1984,2,-4,-4,-4,-4
3044,1983,1,2,3,1,1
3045,1984,2,-4,-4,-4,-4
3046,1980,2,-4,-4,-4,-4
3047,1982,4,-4,-4,-4,-4
3048,1980,-5,-5,-5,-5,-5
3049,1982,2,-4,-4,-4,-4
3050,1984,-5,-5,-5,-5,-5
3051,1983,4,-4,-4,-4,-4
3052,1980,2,1,3,1,1
3053,1982,2,-4,-4,-4,-4
3054,1981,2,-4,-4,-4,-4
3055,1982,2,2,2,3,2
3056,1981,1,-4,-4,-4,-4
3057,1984,0,-4,-4,-4,-4
3058,1984,2,-4,-4,-4,-4
3059,1982,2,-4,-4,-4,-4
3060,1980,2,4,1,2,1
3061,1981,2,-4,-4,-4,-4
3062,1982,-5,-5,-5,-5,-5
3063,1982,2,-4,-4,-4,-4
3064,1984,2,-4,-4,-4,-4
3065,1981,2,4,1,-2,1
3066,1982,2,-4,-4,-4,-4
3067,1980,4,2,3,3,2
3068,1983,2,-4,-4,-4,-4
3069,1980,2,-4,-4,-4,-4
3070,1982,-5,-5,-5,-5,-5
3071,1980,4,-4,-4,-4,-4
3072,1983,2,-4,-4,-4,-4
3073,1980,4,-4,-4,-4,-4
3074,1983,4,-4,-4,-4,-4
3075,1982,2,-4,-4,-4,-4
3076,1982,4,-4,-4,-4,-4
3077,1984,3,2,1,2,2
3078,1983,2,-4,-4,-4,-4
3079,1982,4,-4,-4,-4,-4
3080,1983,2,-4,-4,-4,-4
3081,1980,-5,-5,-5,-5,-5
3082,1984,2,-4,-4,-4,-4
3083,1983,2,-4,-4,-4,-4
3084,1980,4,4,3,3,1
3085,1983,4,-4,-4,-4,-4
3086,1983,2,-4,-4,-4,-4
3087,1983,2,-4,-4,-4,-4
3088,1982,3,3,1,1,1
3089,1980,4,-4,-4,-4,-4
3090,1980,2,-4,-4,-4,-4
3091,1984,3,-4,-4,-4,-4
3092,1982,-5,-5,-5,-5,-5
3093,1982,3,2,3,1,1
3094,1980,2,3,2,2,1
3095,1982,2,-4,-4,-4,-4
3096,1983,2,-4,-4,-4,-4
3097,1981,2,3,2,4,2
3098,1984,-3,-4,-4,-4,-4
3099,1982,5,-4,-4,-4,-4
3100,1982,-5,-5,-5,-5,-5
3101,1982,2,-4,-4,-4,-4
3102,1981,1,-4,-4,-4,-4
3103,1984,2,-4,-4,-4,-4
3104,1980,0,-4,-4,-4,-4
3105,1980,2,-4,-4,-4,-4
3106,1982,4,-4,-4,-4,-4
3107,1983,2,2,1,2,1
3108,1981,2,-4,-4,-4,-4
3109,1983,0,-4,-4,-4,-4
3110,1984,1,-4,-4,-4,-4
3111,1981,2,-4,-4,-4,-4
3112,1984,-5,-5,-5,-5,-5
3113,1984,2,3,1,3,1
3114,1980,2,-4,-4,-4,-4
3115,1980,2,-4,-4,-4,-4
3116,1982,2,-4,-4,-4,-4
3117,1984,2,-4,-4,-4,-4
3118,1981,2,-4,-4,-4,-4
3119,1980,1,-4,-4,-4,-4
3120,1982,-5,-5,-5,-5,-5
3121,1984,2,-4,-4,-4,-4
3122,1984,2,-4,-4,-4,-4
3123,1983,2,-4,-4,-4,-4
3124,1981,-5,-5,-5,-5,-5
3125,1982,4,-4,-4,-4,-4
3126,1983,2,-4,-4,-4,-4
3127,1984,2,1,2,3,1
3128,1980,4,-4,-4,-4,-4
3129,1980,2,-4,-4,-4,-4
3130,1984,1,-4,-4,-4,-4
3131,1980,4,-4,-4,-4,-4
3132,1980,4,-4,-4,-4,-4
3134,1982,4,-4,-4,-4,-4
3135,1983,-5,-5,-5,-5,-5
3136,1984,1,4,1,1,2
3137,1983,1,-4,-4,-4,-4
3138,1980,-5,-5,-5,-5,-5
3139,1981,1,-4,-4,-4,-4
3140,1982,4,3,4,4,1
3141,1984,2,-4,-4,-4,-4
3142,1981,4,4,2,4,2
3143,1984,-5,-5,-5,-5,-5
3144,1983,2,-4,-4,-4,-4
3145,1982,2,-4,-4,-4,-4
3146,1982,3,-4,-4,-4,-4
3147,1982,2,-4,-4,-4,-4
3148,1980,3,4,4,4,1
3149,1982,2,-4,-4,-4,-4
3150,1982,2,1,-2,1,1
3151,1984,2,-4,-4,-4,-4
3152,1984,2,-4,-4,-4,-4
3153,1982,3,-4,-4,-4,-4
3154,1980,2,-4,-4,-4,-4
3155,1981,-5,-5,-5,-5,-5
3156,1982,4,4,3,4,4
3157,1980,4,-4,-4,-4,-4
3158,1982,-5,-5,-5,-5,-5
3159,1980,2,-4,-4,-4,-4
3160,1981,-5,-5,-5,-5,-5
3161,1980,3,-4,-4,-4,-4
3162,1984,2,3,2,3,1
3163,1981,2,4,3,4,1
3164,1984,2,-4,-4,-4,-4
3165,1983,0,-4,-4,-4,-4
3166,1981,4,-4,-4,-4,-4
3167,1982,1,-4,-4,-4,-4
3168,1984,2,-4,-4,-4,-4
3169,1983,2,3,-2,2,1
3170,1982,4,2,1,4,1
3171,1984,2,-4,-4,-4,-4
3172,1983,2,-4,-4,-4,-4
3173,1980,0,-4,-4,-4,-4
3174,1984,-5,-5,-5,-5,-5
3175,1981,4,2,2,1,1
3176,1983,-5,-5,-5,-5,-5
3177,1984,1,3,3,1,1
3178,1981,2,-4,-4,-4,-4
3179,1984,-5,-5,-5,-5,-5
3180,1980,4,-4,-4,-4,-4
3181,1982,2,-4,-4,-4,-4
3182,1984,2,-4,-4,-4,-4
3183,1983,2,-2,-2,1,2
3184,1980,-5,-5,-5,-5,-5
3185,1983,2,-4,-4,-4,-4
3186,1980,4,-4,-4,-4,-4
3187,1983,2,-4,-4,-4,-4
3188,1980,2,2,1,3,1
3189,1980,6,-4,-4,-4,-4
3190,1982,-5,-5,-5,-5,-5
3191,1984,-5,-5,-5,-5,-5
3192,1980,4,-4,-4,-4,-4
3193,1984,2,-4,-4,-4,-4
3194,1983,-3,-4,-4,-4,-4
3195,1982,3,-4,-4,-4,-4
3196,1980,4,-4,-4,-4,-4
3197,1981,4,-4,-4,-4,-4
3198,1984,2,4,3,3,2
3199,1983,2,-4,-4,-4,-4
3200,1981,2,-4,-4,-4,-4
3201,1982,2,4,1,3,1
3202,1983,2,2,1,1,1
3203,1982,1,-4,-4,-4,-4
3204,1983,2,-4,-4,-4,-4
3205,1982,1,-4,-4,-4,-4
3206,1983,0,-4,-4,-4,-4
3207,1981,2,-4,-4,-4,-4
3208,1982,-5,-5,-5,-5,-5
3209,1982,2,3,3,3,2
3210,1984,2,-4,-4,-4,-4
3211,1983,3,-4,-4,-4,-4
3212,1984,2,-4,-4,-4,-4
3213,1982,2,-4,-4,-4,-4
3214,1984,2,-4,-4,-4,-4
3215,1981,2,-4,-4,-4,-4
3216,1981,4,-4,-4,-4,-4
3217,1982,4,2,2,2,2
3218,1984,2,-4,-4,-4,-4
3219,1983,2,4,2,2,2
3220,1983,2,-4,-4,-4,-4
3221,1980,4,-4,-4,-4,-4
3222,1980,2,-4,-4,-4,-4
3223,1982,2,-4,-4,-4,-4
3224,1983,0,-4,-4,-4,-4
3225,1980,2,-4,-4,-4,-4
3226,1981,-5,-5,-5,-5,-5
3227,1980,2,-4,-4,-4,-4
3228,1982,2,-4,-4,-4,-4
3229,1983,2,-4,-4,-4,-4
3230,1981,2,-4,-4,-4,-4
3231,1983,1,3,2,2,2
3232,1984,2,-4,-4,-4,-4
3233,1980,2,-4,-4,-4,-4
3234,1980,-5,-5,-5,-5,-5
3235,1981,4,-4,-4,-4,-4
3236,1983,-5,-5,-5,-5,-5
3237,1981,4,2,2,3,2
3238,1981,4,-4,-4,-4,-4
3239,1983,4,-4,-4,-4,-4
3240,1983,1,-4,-4,-4,-4
3241,1983,2,3,1,1,1
3242,1982,2,2,2,-2,1
3243,1980,2,-4,-4,-4,-4
3244,1982,4,-4,-4,-4,-4
3245,1983,-5,-5,-5,-5,-5
3246,1980,-5,-5,-5,-5,-5
3247,1981,3,-4,-4,-4,-4
3248,1981,3,-4,-4,-4,-4
3249,1981,2,4,3,4,1
3250,1980,2,4,1,4,1
3251,1983,2,-4,-4,-4,-4
3252,1984,1,1,2,1,1
3253,1984,2,4,1,-2,1
3254,1980,1,-4,-4,-4,-4
3255,1981,2,-4,-4,-4,-4
3256,1984,2,1,1,2,2
3257,1980,-5,-5,-5,-5,-5
3258,1980,2,-4,-4,-4,-4
3259,1981,2,3,2,2,1
3260,1983,-5,-5,-5,-5,-5
3261,1981,2,-4,-4,-4,-4
3262,1983,2,-4,-4,-4,-4
3263,1981,2,4,1,3,1
3264,1981,-5,-5,-5,-5,-5
3265,1980,2,-4,-4,-4,-4
3266,1981,2,-4,-4,-4,-4
3267,1982,2,-4,-4,-4,-4
3268,1981,0,-4,-4,-4,-4
3269,1983,0,-4,-4,-4,-4
3270,1981,0,4,2,4,1
3271,1981,1,-4,-4,-4,-4
3272,1983,2,-4,-4,-4,-4
3273,1980,2,4,4,3,1
3274,1981,2,4,2,3,1
3275,1981,2,-4,-4,-4,-4
3276,1982,5,-4,-4,-4,-4
3277,1981,-5,-5,-5,-5,-5
3278,1983,-5,-5,-5,-5,-5
3279,1984,2,-4,-4,-4,-4
3280,1981,-5,-5,-5,-5,-5
3281,1984,2,4,3,2,2
3282,1984,-3,-4,-4,-4,-4
3283,1981,4,-4,-4,-4,-4
3284,1984,2,-4,-4,-4,-4
3285,1984,2,-4,-4,-4,-4
3286,1983,2,-4,-4,-4,-4
3287,1981,3,-4,-4,-4,-4
3288,1983,3,2,1,2,1
3289,1982,1,-4,-4,-4,-4
3290,1984,0,4,1,4,1
3291,1981,0,-4,-4,-4,-4
3292,1983,0,-4,-4,-4,-4
3293,1981,2,-4,-4,-4,-4
3294,1981,-5,-5,-5,-5,-5
3295,1980,2,-4,-4,-4,-4
3296,1981,0,1,1,1,1
3297,1984,2,2,2,2,1
3298,1980,2,-4,-4,-4,-4
3299,1982,-5,-5,-5,-5,-5
3300,1984,2,1,2,4,2
3301,1984,0,-4,-4,-4,-4
3302,1984,-5,-5,-5,-5,-5
3303,1984,2,2,2,1,1
3304,1980,2,-4,-4,-4,-4
3305,1984,2,2,2,1,2
3306,1981,-5,-5,-5,-5,-5
3307,1981,-5,-5,-5,-5,-5
3308,1981,2,2,1,1,1
3309,1982,0,3,2,4,2
3310,1980,-5,-5,-5,-5,-5
3311,1983,2,-4,-4,-4,-4
3312,1980,2,1,1,1,1
3313,1983,2,-4,-4,-4,-4
3314,1980,-5,-5,-5,-5,-5
3315,1981,2,-4,-4,-4,-4
3316,1983,2,-4,-4,-4,-4
3317,1984,1,-4,-4,-4,-4
3318,1984,2,2,2,3,2
3319,1981,2,-4,-4,-4,-4
3320,1982,4,-4,-4,-4,-4
3321,1981,1,-4,-4,-4,-4
3322,1983,2,-4,-4,-4,-4
3323,1980,2,-4,-4,-4,-4
3324,1982,4,3,2,2,1
3325,1980,5,-4,-4,-4,-4
3326,1980,2,-4,-4,-4,-4
3327,1981,1,2,1,2,1
3328,1980,3,-4,-4,-4,-4
3329,1983,0,1,1,1,1
3330,1980,-5,-5,-5,-5,-5
3331,1982,-5,-5,-5,-5,-5
3332,1982,1,-4,-4,-4,-4
3333,1984,1,-4,-4,-4,-4
3334,1982,2,3,3,4,1
3335,1981,1,-4,-4,-4,-4
3336,1983,0,-4,-4,-4,-4
3337,1980,2,-4,-4,-4,-4
3338,1984,2,-4,-4,-4,-4
3339,1982,-5,-5,-5,-5,-5
3340,1984,0,-4,-4,-4,-4
3341,1984,2,2,3,1,1
3342,1980,-5,-5,-5,-5,-5
3343,1982,1,-4,-4,-4,-4
3344,1983,-5,-5,-5,-5,-5
3345,1980,2,-4,-4,-4,-4
3346,1981,3,-4,-4,-4,-4
3347,1983,2,-4,-4,-4,-4
3348,1981,2,-4,-4,-4,-4
3349,1982,2,-4,-4,-4,-4
3350,1981,2,1,1,1,1
3351,1982,1,-4,-4,-4,-4
3352,1982,2,4,1,1,1
3353,1982,3,-4,-4,-4,-4
3354,1980,4,-4,-4,-4,-4
3355,1982,-5,-5,-5,-5,-5
3356,1982,1,-4,-4,-4,-4
3357,1984,-5,-5,-5,-5,-5
3358,1981,2,-4,-4,-4,-4
3359,1982,2,-4,-4,-4,-4
3360,1983,2,-4,-4,-4,-4
3361,1982,2,-4,-4,-4,-4
3362,1984,-5,-5,-5,-5,-5
3363,1981,4,3,3,4,2
3364,1982,4,-4,-4,-4,-4
3365,1983,2,-4,-4,-4,-4
3366,1984,2,-4,-4,-4,-4
3367,1980,2,-4,-4,-4,-4
3368,1984,2,-4,-4,-4,-4
3369,1980,2,-4,-4,-4,-4
3370,1982,-5,-5,-5,-5,-5
3371,1984,-5,-5,-5,-5,-5
3372,1982,1,-4,-4,-4,-4
3373,1984,1,-4,-4,-4,-4
3374,1980,4,-4,-4,-4,-4
3375,1984,-5,-5,-5,-5,-5
3376,1984,-5,-5,-5,-5,-5
3377,1984,-5,-5,-5,-5,-5
3378,1983,2,-4,-4,-4,-4
3379,1982,4,-4,-4,-4,-4
3380,1984,4,-4,-4,-4,-4
3381,1982,-5,-5,-5,-5,-5
3382,1984,-5,-5,-5,-5,-5
3383,1981,-5,-5,-5,-5,-5
3384,1980,0,-4,-4,-4,-4
3385,1984,1,1,1,4,1
3386,1981,4,-4,-4,-4,-4
3387,1982,-5,-5,-5,-5,-5
3388,1983,4,-4,-4,-4,-4
3389,1983,0,2,2,2,2
3390,1982,-5,-5,-5,-5,-5
3391,1984,2,3,2,3,2
3392,1981,0,-4,-4,-4,-4
3393,1982,4,-4,-4,-4,-4
3394,1982,3,-4,-4,-4,-4
3395,1984,3,-4,-4,-4,-4
3396,1981,-5,-5,-5,-5,-5
3397,1983,0,3,2,3,2
3398,1983,4,-4,-4,-4,-4
3399,1984,2,-4,-4,-4,-4
3400,1980,2,-4,-4,-4,-4
3401,1981,0,-2,2,-2,1
3402,1981,2,-4,-4,-4,-4
3403,1982,0,-4,-4,-4,-4
3405,1984,1,-4,-4,-4,-4
3406,1983,2,-4,-4,-4,-4
3407,1982,2,-4,-4,-4,-4
3408,1983,2,-4,-4,-4,-4
3409,1982,2,-4,-4,-4,-4
3410,1984,2,2,2,4,1
3411,1980,4,-4,-4,-4,-4
3412,1983,0,-4,-4,-4,-4
3413,1981,2,2,2,2,1
3414,1983,4,-4,-4,-4,-4
3415,1984,2,4,4,4,2
3416,1981,4,-4,-4,-4,-4
3417,1983,4,-4,-4,-4,-4
3418,1982,4,-4,-4,-4,-4
3419,1984,2,-4,-4,-4,-4
3420,1982,2,-4,-4,-4,-4
3421,1984,-5,-5,-5,-5,-5
3422,1982,4,-4,-4,-4,-4
3423,1981,3,-4,-4,-4,-4
3424,1983,-5,-5,-5,-5,-5
3425,1983,2,4,4,4,1
3426,1980,-5,-5,-5,-5,-5
3427,1980,1,-4,-4,-4,-4
3428,1983,0,-4,-4,-4,-4
3429,1984,2,-4,-4,-4,-4
3430,1983,0,1,-2,2,-2
3431,1982,3,-4,-4,-4,-4
3432,1984,2,2,-2,-2,2
3433,1984,2,-4,-4,-4,-4
3434,1980,2,2,2,4,2
3435,1983,4,-4,-4,-4,-4
3436,1982,-5,-5,-5,-5,-5
3437,1984,-5,-5,-5,-5,-5
3438,1983,0,-4,-4,-4,-4
3439,1984,1,-4,-4,-4,-4
3440,1981,2,1,1,4,1
3441,1981,4,-4,-4,-4,-4
3442,1981,0,1,2,-2,1
3443,1983,4,-4,-4,-4,-4
3444,1983,0,-4,-4,-4,-4
3445,1980,2,2,1,3,1
3446,1980,4,4,3,2,1
3447,1984,2,-4,-4,-4,-4
3448,1980,-5,-5,-5,-5,-5
3449,1981,2,1,1,2,1
3450,1981,2,-4,-4,-4,-4
3451,1983,1,-4,-4,-4,-4
3452,1983,-5,-5,-5,-5,-5
3453,1981,3,-4,-4,-4,-4
3454,1981,3,-4,-4,-4,-4
3455,1983,4,-4,-4,-4,-4
3456,1984,2,-4,-4,-4,-4
3457,1983,4,-4,-4,-4,-4
3458,1983,4,3,3,2,2
3459,1984,2,-4,-4,-4,-4
3460,1980,2,-4,-4,-4,-4
3461,1983,2,2,1,2,1
3462,1982,4,-4,-4,-4,-4
3463,1982,2,-4,-4,-4,-4
3464,1982,4,1,1,1,1
3465,1980,2,-4,-4,-4,-4
3466,1982,0,-4,-4,-4,-4
3467,1984,2,-4,-4,-4,-4
3468,1982,4,-4,-4,-4,-4
3469,1984,2,-4,-4,-4,-4
3470,1981,4,-4,-4,-4,-4
3471,1984,2,-4,-4,-4,-4
3472,1984,4,-4,-4,-4,-4
3473,1983,2,-4,-4,-4,-4
3474,1980,2,-4,-4,-4,-4
3475,1984,4,4,1,1,1
3476,1984,2,-4,-4,-4,-4
3477,1981,2,-4,-4,-4,-4
3478,1982,0,-4,-4,-4,-4
3479,1980,-5,-5,-5,-5,-5
3480,1981,-5,-5,-5,-5,-5
3481,1981,2,3,-2,3,2
3482,1984,2,-4,-4,-4,-4
3483,1980,1,-4,-4,-4,-4
3484,1983,2,-4,-4,-4,-4
3485,1984,2,-4,-4,-4,-4
3486,1981,4,-4,-4,-4,-4
3487,1984,2,-4,-4,-4,-4
3488,1981,2,1,3,2,1
3489,1983,4,-4,-4,-4,-4
3490,1981,2,-4,-4,-4,-4
3491,1984,-5,-5,-5,-5,-5
3492,1981,1,-4,-4,-4,-4
3493,1984,-5,-5,-5,-5,-5
3494,1980,2,-4,-4,-4,-4
3495,1982,2,1,1,1,1
3496,1983,2,-4,-4,-4,-4
3497,1984,2,-4,-4,-4,-4
3498,1983,2,-4,-4,-4,-4
3499,1980,-5,-5,-5,-5,-5
3500,1982,2,-4,-4,-4,-4
3501,1980,1,1,1,1,1
3502,1983,2,-4,-4,-4,-4
3503,1981,2,-4,-4,-4,-4
3504,1982,2,-4,-4,-4,-4
3505,1981,0,-4,-4,-4,-4
3506,1983,1,-4,-4,-4,-4
3507,1980,2,-4,-4,-4,-4
3508,1982,1,-4,-4,-4,-4
3509,1983,2,-4,-4,-4,-4
3510,1980,2,2,2,3,1
3511,1980,-5,-5,-5,-5,-5
3512,1980,2,1,1,2,1
3513,1982,3,-4,-4,-4,-4
3514,1983,2,-4,-4,-4,-4
3515,1984,2,3,1,3,2
3516,1981,-5,-5,-5,-5,-5
3517,1983,2,-4,-4,-4,-4
3518,1982,-5,-5,-5,-5,-5
3520,1981,4,2,1,2,2
3521,1981,2,-4,-4,-4,-4
