"R0000100","R0536402","S7514300","S8646900","S8647300","S8647500","S8647800"
6831,1984,2,-4,-4,-4,-4
6832,1980,2,-4,-4,-4,-4
6833,1980,2,-4,-4,-4,-4
6834,1983,2,-4,-4,-4,-4
6835,1983,2,1,1,1,1
6836,1982,2,-4,-4,-4,-4
6837,1982,2,-4,-4,-4,-4
6838,1981,-5,-5,-5,-5,-5
6839,1980,-5,-5,-5,-5,-5
6840,1981,-5,-5,-5,-5,-5
6841,1982,0,-4,-4,-4,-4
6842,1984,2,-4,-4,-4,-4
6843,1980,0,1,1,1,1
6844,1983,0,-4,-4,-4,-4
6845,1980,0,1,1,1,2
6846,1984,2,-4,-4,-4,-4
6847,1984,2,-4,-4,-4,-4
6848,1982,-5,-5,-5,-5,-5
6849,1980,-5,-5,-5,-5,-5
6850,1984,2,-4,-4,-4,-4
6851,1982,2,-4,-4,-4,-4
6852,1984,-5,-5,-5,-5,-5
6853,1984,-5,-5,-5,-5,-5
6854,1983,2,3,1,4,1
6855,1982,0,-4,-4,-4,-4
6856,1982,2,-4,-4,-4,-4
6857,1981,-5,-5,-5,-5,-5
6858,1983,-5,-5,-5,-5,-5
6859,1982,2,-4,-4,-4,-4
6860,1984,2,-4,-4,-4,-4
6861,1981,3,-4,-4,-4,-4
6862,1984,2,-4,-4,-4,-4
6863,1981,2,-4,-4,-4,-4
6864,1980,2,-4,-4,-4,-4
6865,1982,1,-4,-4,-4,-4
6866,1980,2,3,2,2,1
6867,1984,2,-4,-4,-4,-4
6868,1980,-5,-5,-5,-5,-5
6869,1980,2,2,2,1,1
6870,1982,2,-4,-4,-4,-4
6871,1984,2,-4,-4,-4,-4
6872,1982,0,-4,-4,-4,-4
6873,1982,1,-4,-4,-4,-4
6874,1981,3,-4,-4,-4,-4
6875,1984,0,-4,-4,-4,-4
6876,1982,-3,-4,-4,-4,-4
6877,1980,-5,-5,-5,-5,-5
6878,1981,-5,-5,-5,-5,-5
6879,1980,2,-4,-4,-4,-4
6880,1982,0,3,1,2,1
6881,1982,0,-4,-4,-4,-4
6882,1983,2,1,1,2,1
6883,1984,2,1,1,1,1
6884,1980,-5,-5,-5,-5,-5
6885,1980,-5,-5,-5,-5,-5
6886,1981,1,-4,-4,-4,-4
6887,1984,1,-4,-4,-4,-4
6888,1981,2,-4,-4,-4,-4
6889,1984,2,-4,-4,-4,-4
6890,1983,2,-2,1,-2,-2
6891,1983,2,-4,-4,-4,-4
6892,1982,1,-4,-4,-4,-4
6893,1980,2,-4,-4,-4,-4
6894,1984,2,1,1,4,2
6895,1980,3,-4,-4,-4,-4
6896,1981,1,1,1,1,1
6897,1983,2,-4,-4,-4,-4
6898,1984,2,-4,-4,-4,-4
6899,1982,2,-4,-4,-4,-4
6900,1980,2,-4,-4,-4,-4
6901,1980,2,-4,-4,-4,-4
6902,1980,2,-4,-4,-4,-4
6903,1981,0,-4,-4,-4,-4
6904,1981,2,-4,-4,-4,-4
6905,1984,2,-4,-4,-4,-4
6906,1984,0,-4,-4,-4,-4
6907,1982,2,2,1,1,1
6908,1981,-5,-5,-5,-5,-5
6909,1983,2,-4,-4,-4,-4
6910,1980,2,-4,-4,-4,-4
6911,1983,2,1,1,1,1
6912,1983,0,3,2,2,1
6913,1983,2,-4,-4,-4,-4
6914,1980,0,-4,-4,-4,-4
6915,1981,-5,-5,-5,-5,-5
6916,1981,0,-4,-4,-4,-4
6917,1980,2,-4,-4,-4,-4
6918,1981,1,-4,-4,-4,-4
6919,1981,2,-4,-4,-4,-4
6920,1982,2,-4,-4,-4,-4
6921,1980,2,1,2,1,1
6922,1982,-5,-5,-5,-5,-5
6923,1982,2,2,1,3,1
6924,1983,1,1,2,3,2
6925,1982,0,-4,-4,-4,-4
6926,1984,0,-4,-4,-4,-4
6927,1983,2,-4,-4,-4,-4
6928,1981,2,-4,-4,-4,-4
6929,1984,0,-4,-4,-4,-4
6930,1982,2,1,2,1,1
6931,1984,4,-4,-4,-4,-4
6932,1982,1,-4,-4,-4,-4
6933,1981,0,-4,-4,-4,-4
6934,1981,-5,-5,-5,-5,-5
6935,1984,2,2,-2,-2,1
6936,1983,0,-4,-4,-4,-4
6937,1983,-5,-5,-5,-5,-5
6938,1984,2,1,2,3,2
6939,1981,2,-4,-4,-4,-4
6940,1983,2,-4,-4,-4,-4
6941,1984,2,-4,-4,-4,-4
6942,1980,2,-4,-4,-4,-4
6943,1981,-5,-5,-5,-5,-5
6944,1982,4,-4,-4,-4,-4
6945,1983,2,-4,-4,-4,-4
6946,1981,1,-4,-4,-4,-4
6947,1982,2,-4,-4,-4,-4
6948,1982,2,-4,-4,-4,-4
6949,1980,2,-4,-4,-4,-4
6950,1980,3,1,-2,-2,1
6951,1980,2,2,2,2,2
6952,1983,2,-4,-4,-4,-4
6953,1984,2,-4,-4,-4,-4
6954,1982,2,-4,-4,-4,-4
6956,1983,4,-4,-4,-4,-4
6957,1981,2,2,2,2,2
6958,1983,0,2,3,2,1
6959,1982,2,-4,-4,-4,-4
6960,1981,1,-4,-4,-4,-4
6961,1984,2,-4,-4,-4,-4
6962,1981,-5,-5,-5,-5,-5
6963,1981,2,2,1,3,1
6964,1984,2,-4,-4,-4,-4
6965,1984,2,-4,-4,-4,-4
6966,1984,2,-4,-4,-4,-4
6967,1983,2,-4,-4,-4,-4
6968,1981,-5,-5,-5,-5,-5
6969,1981,2,-4,-4,-4,-4
6970,1983,-5,-5,-5,-5,-5
6971,1982,0,1,1,1,1
6972,1984,4,-4,-4,-4,-4
6973,1981,2,-4,-4,-4,-4
6974,1984,2,-4,-4,-4,-4
6975,1984,2,-4,-4,-4,-4
6976,1980,0,1,1,1,1
6977,1982,-3,-4,-4,-4,-4
6978,1984,0,-4,-4,-4,-4
6979,1981,0,-4,-4,-4,-4
6980,1984,1,-4,-4,-4,-4
6981,1983,2,1,1,1,1
6982,1984,2,-4,-4,-4,-4
6983,1980,0,1,1,2,1
6984,1981,1,-4,-4,-4,-4
6985,1983,2,-2,-2,1,2
6986,1984,3,-4,-4,-4,-4
6987,1980,2,-4,-4,-4,-4
6988,1981,4,-4,-4,-4,-4
6989,1981,1,-4,-4,-4,-4
6990,1982,1,-4,-4,-4,-4
6991,1984,0,-4,-4,-4,-4
6992,1982,1,-4,-4,-4,-4
6993,1980,1,-4,-4,-4,-4
6994,1983,1,2,1,2,1
6995,1983,-5,-5,-5,-5,-5
6996,1982,2,-4,-4,-4,-4
6997,1982,1,-4,-4,-4,-4
6998,1983,-5,-5,-5,-5,-5
6999,1982,-5,-5,-5,-5,-5
7000,1984,-5,-5,-5,-5,-5
7001,1981,-5,-5,-5,-5,-5
7002,1984,1,2,2,2,2
7003,1984,-5,-5,-5,-5,-5
7004,1982,3,-4,-4,-4,-4
7005,1983,-5,-5,-5,-5,-5
7006,1980,-5,-5,-5,-5,-5
7007,1983,-5,-5,-5,-5,-5
7008,1982,2,-4,-4,-4,-4
7009,1983,1,2,1,2,1
7010,1980,2,-2,1,-2,1
7011,1983,2,-4,-4,-4,-4
7012,1981,-3,2,1,1,1
7013,1982,2,-4,-4,-4,-4
7014,1980,2,4,2,1,1
7015,1983,0,-4,-4,-4,-4
7016,1981,1,3,2,1,1
7017,1981,3,-4,-4,-4,-4
7018,1981,2,-4,-4,-4,-4
7019,1982,2,-4,-4,-4,-4
7020,1980,2,-4,-4,-4,-4
7021,1980,2,3,1,1,1
7022,1982,2,-4,-4,-4,-4
7023,1981,-5,-5,-5,-5,-5
7024,1981,0,-4,-4,-4,-4
7025,1982,1,-4,-4,-4,-4
7026,1982,4,-4,-4,-4,-4
7027,1981,1,-4,-4,-4,-4
7028,1981,1,1,1,-2,1
7029,1980,-5,-5,-5,-5,-5
7030,1981,3,-4,-4,-4,-4
7031,1983,1,-4,-4,-4,-4
7032,1981,4,-4,-4,-4,-4
7033,1984,-5,-5,-5,-5,-5
7034,1981,1,-4,-4,-4,-4
7035,1982,2,-4,-4,-4,-4
7036,1984,2,-4,-4,-4,-4
7037,1980,4,-4,-4,-4,-4
7038,1983,4,2,2,3,1
7039,1983,1,-4,-4,-4,-4
7040,1984,0,2,1,2,1
7041,1982,2,2,3,3,2
7042,1981,2,1,3,1,2
7043,1983,-5,-5,-5,-5,-5
7044,1982,2,1,1,1,1
7045,1982,-5,-5,-5,-5,-5
7046,1982,2,1,1,2,1
7047,1982,1,-4,-4,-4,-4
7048,1980,-5,-5,-5,-5,-5
7049,1981,1,2,2,1,1
7050,1980,4,-4,-4,-4,-4
7051,1980,3,-4,-4,-4,-4
7052,1982,2,-4,-4,-4,-4
7053,1981,4,2,2,3,2
7054,1980,4,2,1,4,1
7055,1981,2,-4,-4,-4,-4
7056,1983,2,1,1,1,1
7057,1980,2,-4,-4,-4,-4
7058,1981,2,2,2,2,1
7059,1983,2,-4,-4,-4,-4
7060,1983,-5,-5,-5,-5,-5
7061,1980,2,-4,-4,-4,-4
7062,1981,-5,-5,-5,-5,-5
7063,1983,-5,-5,-5,-5,-5
7064,1981,-5,-5,-5,-5,-5
7065,1982,0,-4,-4,-4,-4
7066,1980,2,1,2,4,4
7067,1981,0,-4,-4,-4,-4
7068,1981,0,-4,-4,-4,-4
7069,1981,4,-4,-4,-4,-4
7070,1983,3,-4,-4,-4,-4
7071,1981,-5,-5,-5,-5,-5
7072,1982,2,-4,-4,-4,-4
7073,1982,2,-4,-4,-4,-4
7074,1984,-3,-4,-4,-4,-4
7075,1983,1,-4,-4,-4,-4
7076,1980,2,-4,-4,-4,-4
7077,1980,2,-4,-4,-4,-4
7078,1983,0,-4,-4,-4,-4
7079,1980,2,-4,-4,-4,-4
7080,1981,4,1,1,1,1
7081,1981,4,-4,-4,-4,-4
7082,1980,4,-4,-4,-4,-4
7083,1982,4,-4,-4,-4,-4
7084,1981,2,2,1,1,1
7085,1981,-5,-5,-5,-5,-5
7086,1980,-5,-5,-5,-5,-5
7087,1981,0,-4,-4,-4,-4
7088,1982,2,-4,-4,-4,-4
7089,1981,3,-4,-4,-4,-4
7090,1982,2,-4,-4,-4,-4
7091,1984,0,-4,-4,-4,-4
7092,1984,2,-4,-4,-4,-4
7093,1984,2,-4,-4,-4,-4
7094,1980,1,-4,-4,-4,-4
7095,1984,2,-4,-4,-4,-4
7096,1983,2,1,1,2,2
7097,1983,-5,-5,-5,-5,-5
7098,1981,3,-4,-4,-4,-4
7099,1982,3,-4,-4,-4,-4
7100,1984,-5,-5,-5,-5,-5
7101,1982,2,1,2,3,2
7102,1983,1,2,2,3,1
7103,1982,0,4,1,4,1
7104,1980,0,-4,-4,-4,-4
7105,1984,2,-4,-4,-4,-4
7106,1980,1,-4,-4,-4,-4
7107,1982,1,-4,-4,-4,-4
7108,1983,2,-4,-4,-4,-4
7109,1980,1,-4,-4,-4,-4
7110,1982,2,-4,-4,-4,-4
7111,1981,2,2,1,3,2
7112,1984,2,-4,-4,-4,-4
7113,1984,-5,-5,-5,-5,-5
7114,1982,2,2,2,1,1
7115,1983,2,-4,-4,-4,-4
7116,1984,-5,-5,-5,-5,-5
7117,1984,2,-4,-4,-4,-4
7118,1983,2,-4,-4,-4,-4
7119,1982,1,-4,-4,-4,-4
7120,1983,2,4,1,4,1
7121,1980,-5,-5,-5,-5,-5
7122,1983,-5,-5,-5,-5,-5
7123,1984,3,-4,-4,-4,-4
7124,1981,2,-4,-4,-4,-4
7125,1981,2,-4,-4,-4,-4
7126,1983,0,1,1,4,4
7127,1982,-5,-5,-5,-5,-5
7128,1984,-5,-5,-5,-5,-5
7129,1984,2,-4,-4,-4,-4
7130,1980,3,-4,-4,-4,-4
7131,1980,-5,-5,-5,-5,-5
7132,1981,4,2,2,2,2
7133,1982,0,-4,-4,-4,-4
7134,1981,2,-4,-4,-4,-4
7135,1982,2,-4,-4,-4,-4
7136,1980,0,3,1,3,1
7137,1983,0,-4,-4,-4,-4
7138,1980,-5,-5,-5,-5,-5
7139,1981,1,-4,-4,-4,-4
7140,1983,1,-4,-4,-4,-4
7141,1980,0,-4,-4,-4,-4
7142,1984,2,-4,-4,-4,-4
7143,1983,2,-4,-4,-4,-4
7144,1983,2,2,1,1,1
7145,1982,2,-4,-4,-4,-4
7146,1983,2,-4,-4,-4,-4
7147,1980,2,-4,-4,-4,-4
7148,1983,2,-4,-4,-4,-4
7149,1980,1,-4,-4,-4,-4
7150,1982,0,-4,-4,-4,-4
7151,1983,2,2,1,1,1
7152,1980,2,1,1,1,1
7153,1981,1,-4,-4,-4,-4
7154,1981,0,-4,-4,-4,-4
7155,1980,2,-4,-4,-4,-4
7156,1981,1,-4,-4,-4,-4
7157,1984,1,-4,-4,-4,-4
7158,1981,3,-4,-4,-4,-4
7159,1983,-5,-5,-5,-5,-5
7160,1981,2,-4,-4,-4,-4
7161,1981,-5,-5,-5,-5,-5
7162,1981,2,3,1,4,1
7163,1983,2,-4,-4,-4,-4
7164,1982,2,-4,-4,-4,-4
7165,1982,0,-4,-4,-4,-4
7166,1984,2,-4,-4,-4,-4
7167,1980,-5,-5,-5,-5,-5
7168,1980,2,-4,-4,-4,-4
7169,1983,0,-4,-4,-4,-4
7170,1980,2,-4,-4,-4,-4
7171,1982,2,2,4,4,4
7172,1983,0,-4,-4,-4,-4
7173,1980,2,3,1,4,1
7174,1984,2,-4,-4,-4,-4
7175,1980,2,3,1,1,1
7176,1983,2,2,2,-2,-2
7177,1982,3,-4,-4,-4,-4
7178,1984,2,-4,-4,-4,-4
7179,1981,-3,2,1,1,1
7180,1980,2,1,1,1,1
7181,1982,4,1,1,4,2
7182,1980,4,-4,-4,-4,-4
7183,1982,4,3,2,2,2
7184,1984,2,-4,-4,-4,-4
7185,1984,2,-4,-4,-4,-4
7186,1981,4,-4,-4,-4,-4
7187,1980,2,-4,-4,-4,-4
7188,1980,2,3,1,1,1
7189,1982,-5,-5,-5,-5,-5
7190,1980,4,-4,-4,-4,-4
7191,1980,2,-4,-4,-4,-4
7192,1980,2,-4,-4,-4,-4
7193,1980,2,-4,-4,-4,-4
7194,1981,2,-4,-4,-4,-4
7195,1983,2,-4,-4,-4,-4
7196,1980,2,-4,-4,-4,-4
7197,1981,2,1,1,1,1
7198,1982,4,-4,-4,-4,-4
7199,1984,2,-4,-4,-4,-4
7200,1981,4,-4,-4,-4,-4
7201,1981,2,-4,-4,-4,-4
7202,1983,2,-4,-4,-4,-4
7203,1984,2,-4,-4,-4,-4
7204,1980,2,-4,-4,-4,-4
7205,1982,2,-2,2,3,-2
7206,1982,2,2,2,4,1
7207,1981,-5,-5,-5,-5,-5
7208,1982,2,-4,-4,-4,-4
7209,1984,2,-4,-4,-4,-4
7210,1982,4,-4,-4,-4,-4
7211,1981,2,-4,-4,-4,-4
7212,1983,2,-4,-4,-4,-4
7213,1982,2,-4,-4,-4,-4
7214,1984,0,1,1,1,1
7215,1983,2,-4,-4,-4,-4
7216,1983,2,-4,-4,-4,-4
7217,1981,4,-4,-4,-4,-4
7218,1980,2,-4,-4,-4,-4
7219,1980,2,-4,-4,-4,-4
7220,1983,1,-4,-4,-4,-4
7221,1983,3,-4,-4,-4,-4
7222,1980,-5,-5,-5,-5,-5
7223,1982,2,-4,-4,-4,-4
7224,1981,2,-4,-4,-4,-4
7225,1980,4,2,1,1,1
7226,1984,2,-4,-4,-4,-4
7227,1980,0,-4,-4,-4,-4
7228,1982,2,3,1,1,1
7229,1983,2,1,1,2,1
7230,1980,0,-4,-4,-4,-4
7231,1980,0,-4,-4,-4,-4
7232,1981,0,1,1,1,1
7233,1982,0,-4,-4,-4,-4
7234,1984,0,-4,-4,-4,-4
7235,1984,2,-4,-4,-4,-4
7236,1983,1,-4,-4,-4,-4
7237,1981,2,-4,-4,-4,-4
7238,1980,-5,-5,-5,-5,-5
7239,1981,2,-4,-4,-4,-4
7240,1980,1,2,2,-2,2
7241,1983,2,-4,-4,-4,-4
7242,1981,2,-4,-4,-4,-4
7243,1981,2,1,3,4,2
7244,1984,0,-4,-4,-4,-4
7245,1980,1,2,2,2,1
7246,1981,2,1,4,1,1
7247,1984,0,-4,-4,-4,-4
7248,1984,1,-4,-4,-4,-4
7249,1980,-5,-5,-5,-5,-5
7250,1981,1,-4,-4,-4,-4
7251,1981,1,-4,-4,-4,-4
7252,1984,2,-4,-4,-4,-4
7253,1983,1,-4,-4,-4,-4
7254,1980,2,-4,-4,-4,-4
7255,1983,2,-4,-4,-4,-4
7256,1980,4,-4,-4,-4,-4
7257,1981,4,-4,-4,-4,-4
7258,1982,4,-4,-4,-4,-4
7259,1982,2,-4,-4,-4,-4
7260,1980,1,-4,-4,-4,-4
7261,1984,2,-4,-4,-4,-4
7262,1984,2,3,3,3,1
7263,1980,0,1,1,1,1
7264,1981,0,-4,-4,-4,-4
7265,1982,0,-4,-4,-4,-4
7266,1983,0,-4,-4,-4,-4
7267,1983,2,-4,-4,-4,-4
7268,1982,2,-4,-4,-4,-4
7269,1983,2,-4,-4,-4,-4
7270,1983,2,-4,-4,-4,-4
7271,1984,2,-2,-2,-2,-2
7272,1983,2,-4,-4,-4,-4
7273,1981,2,3,1,1,1
7274,1982,2,-4,-4,-4,-4
7275,1984,2,-4,-4,-4,-4
7276,1982,1,-4,-4,-4,-4
7277,1983,1,2,2,2,1
7278,1983,2,2,2,-2,2
7279,1982,3,-4,-4,-4,-4
7280,1982,2,-4,-4,-4,-4
7281,1984,2,-4,-4,-4,-4
7282,1981,0,-4,-4,-4,-4
7283,1981,0,1,1,1,1
7284,1980,2,2,2,3,1
7285,1984,2,-4,-4,-4,-4
7286,1983,2,2,1,3,1
7287,1981,0,-4,-4,-4,-4
7288,1984,0,1,1,3,2
7289,1982,2,-4,-4,-4,-4
7290,1982,2,-4,-4,-4,-4
7291,1981,2,-4,-4,-4,-4
7292,1981,4,-4,-4,-4,-4
7293,1981,-3,-4,-4,-4,-4
7294,1984,4,-4,-4,-4,-4
7295,1981,-5,-5,-5,-5,-5
7296,1982,2,-4,-4,-4,-4
7297,1982,0,-4,-4,-4,-4
7298,1982,-5,-5,-5,-5,-5
7299,1984,2,-4,-4,-4,-4
7300,1982,0,-4,-4,-4,-4
7301,1980,2,-4,-4,-4,-4
7302,1984,2,2,2,-2,2
7303,1981,4,-4,-4,-4,-4
7304,1981,2,2,1,3,1
7305,1984,2,-4,-4,-4,-4
7306,1982,2,3,1,1,2
7307,1982,3,-4,-4,-4,-4
7308,1981,4,-4,-4,-4,-4
7309,1981,2,-4,-4,-4,-4
7310,1980,0,-4,-4,-4,-4
7311,1981,2,-4,-4,-4,-4
7312,1984,2,-4,-4,-4,-4
7313,1980,2,1,2,1,1
7314,1984,2,-4,-4,-4,-4
7315,1981,1,-4,-4,-4,-4
7316,1983,0,-4,-4,-4,-4
7317,1984,0,-4,-4,-4,-4
7318,1980,1,-4,-4,-4,-4
7319,1980,0,1,1,1,1
7320,1981,0,2,1,2,1
7321,1983,2,-4,-4,-4,-4
7322,1983,2,-4,-4,-4,-4
7323,1983,2,-4,-4,-4,-4
7324,1981,4,-4,-4,-4,-4
7325,1984,2,4,1,2,1
7326,1982,0,-4,-4,-4,-4
7327,1984,1,-4,-4,-4,-4
7328,1981,2,2,1,2,2
7329,1984,2,-4,-4,-4,-4
7330,1982,2,-4,-4,-4,-4
7331,1983,2,2,3,4,1
7332,1981,0,-4,-4,-4,-4
7333,1980,2,-4,-4,-4,-4
7334,1981,-5,-5,-5,-5,-5
7335,1982,2,2,1,1,1
7336,1983,2,-4,-4,-4,-4
7337,1984,2,-4,-4,-4,-4
7338,1982,1,-4,-4,-4,-4
7339,1981,-3,-4,-4,-4,-4
7340,1981,2,-4,-4,-4,-4
7341,1984,2,-4,-4,-4,-4
7342,1982,0,-4,-4,-4,-4
7343,1983,2,-4,-4,-4,-4
7344,1984,2,2,2,1,2
7345,1982,1,3,1,3,1
7346,1980,-5,-5,-5,-5,-5
7347,1982,2,-4,-4,-4,-4
7348,1982,2,-4,-4,-4,-4
7349,1980,1,-4,-4,-4,-4
7350,1981,0,1,1,4,1
7351,1984,3,-4,-4,-4,-4
7352,1983,2,3,2,4,1
7353,1982,-5,-5,-5,-5,-5
7354,1980,0,-4,-4,-4,-4
7355,1983,1,1,1,2,1
7356,1982,3,1,3,3,2
7357,1981,2,-4,-4,-4,-4
7358,1984,2,-4,-4,-4,-4
7359,1984,2,-4,-4,-4,-4
7360,1980,2,-4,-4,-4,-4
7361,1983,0,-4,-4,-4,-4
7362,1980,2,-4,-4,-4,-4
7363,1982,-5,-5,-5,-5,-5
7364,1982,2,-4,-4,-4,-4
7365,1980,2,-4,-4,-4,-4
7366,1981,4,2,1,1,1
7367,1982,2,-4,-4,-4,-4
7368,1981,3,3,1,4,3
7369,1981,2,-4,-4,-4,-4
7370,1982,2,-4,-4,-4,-4
7371,1984,2,-4,-4,-4,-4
7372,1983,2,-4,-4,-4,-4
7373,1981,4,-4,-4,-4,-4
7374,1983,2,-4,-4,-4,-4
7375,1983,1,-4,-4,-4,-4
7376,1980,-5,-5,-5,-5,-5
7377,1981,1,-4,-4,-4,-4
7378,1984,2,-4,-4,-4,-4
7379,1980,2,-4,-4,-4,-4
7380,1983,3,-4,-4,-4,-4
7381,1981,4,-4,-4,-4,-4
7382,1980,2,-4,-4,-4,-4
7383,1981,2,1,1,1,1
7384,1982,2,-4,-4,-4,-4
7385,1980,4,-4,-4,-4,-4
7386,1982,2,-4,-4,-4,-4
7387,1981,2,-4,-4,-4,-4
7388,1984,4,-4,-4,-4,-4
7389,1983,-5,-5,-5,-5,-5
7390,1982,2,2,1,2,1
7391,1981,-3,2,1,1,1
7392,1980,2,-4,-4,-4,-4
7393,1980,4,-4,-4,-4,-4
7394,1983,2,-4,-4,-4,-4
7395,1984,2,-4,-4,-4,-4
7396,1982,2,-4,-4,-4,-4
7397,1984,0,4,1,1,1
7398,1984,1,4,1,4,3
7399,1981,2,-4,-4,-4,-4
7400,1982,-5,-5,-5,-5,-5
7401,1984,2,-4,-4,-4,-4
7402,1980,2,3,2,1,2
7403,1984,-5,-5,-5,-5,-5
7404,1984,2,-4,-4,-4,-4
7405,1980,1,-4,-4,-4,-4
7406,1981,1,-4,-4,-4,-4
7407,1984,0,1,1,1,2
7408,1982,-5,-5,-5,-5,-5
7409,1982,0,-4,-4,-4,-4
7410,1984,1,2,1,1,1
7411,1984,2,1,1,1,1
7412,1983,2,-4,-4,-4,-4
7413,1980,-5,-5,-5,-5,-5
7414,1980,-5,-5,-5,-5,-5
7415,1982,2,-4,-4,-4,-4
7416,1980,0,-4,-4,-4,-4
7417,1983,0,-4,-4,-4,-4
7418,1980,2,-4,-4,-4,-4
7419,1982,2,1,1,1,1
7420,1981,2,2,2,2,1
7421,1982,2,-1,4,-1,1
7422,1982,2,1,-2,1,1
7423,1983,0,-4,-4,-4,-4
7424,1980,0,-4,-4,-4,-4
7425,1984,-5,-5,-5,-5,-5
7426,1984,-3,-4,-4,-4,-4
7427,1982,0,1,1,2,1
7428,1980,2,-4,-4,-4,-4
7429,1984,1,-4,-4,-4,-4
7430,1981,-5,-5,-5,-5,-5
7431,1982,4,-4,-4,-4,-4
7432,1983,4,-4,-4,-4,-4
7433,1984,2,-4,-4,-4,-4
7434,1980,2,3,2,2,1
7435,1983,-5,-5,-5,-5,-5
7436,1981,0,-4,-4,-4,-4
7437,1984,2,-4,-4,-4,-4
7438,1980,2,3,1,3,1
7439,1984,0,-4,-4,-4,-4
7440,1980,2,-4,-4,-4,-4
7441,1981,-5,-5,-5,-5,-5
7442,1981,2,-4,-4,-4,-4
7443,1983,2,-4,-4,-4,-4
7444,1983,2,-4,-4,-4,-4
7445,1982,2,-4,-4,-4,-4
7446,1984,2,-4,-4,-4,-4
7447,1984,2,-4,-4,-4,-4
7448,1980,2,-4,-4,-4,-4
7449,1984,2,2,1,1,1
7451,1980,0,-4,-4,-4,-4
7452,1984,-5,-5,-5,-5,-5
7453,1983,2,-4,-4,-4,-4
7454,1981,2,-4,-4,-4,-4
7455,1982,2,-4,-4,-4,-4
7456,1982,2,2,2,4,2
7457,1982,2,-4,-4,-4,-4
7458,1980,0,4,1,2,1
7459,1983,-5,-5,-5,-5,-5
7460,1980,3,-4,-4,-4,-4
7461,1980,2,-4,-4,-4,-4
7462,1983,1,1,2,2,2
7463,1980,1,-4,-4,-4,-4
7464,1980,2,4,1,2,2
7465,1983,2,-4,-4,-4,-4
7466,1981,2,1,2,2,2
7467,1982,2,-4,-4,-4,-4
7468,1983,2,-4,-4,-4,-4
7469,1981,2,2,1,4,1
7470,1984,2,-4,-4,-4,-4
7471,1981,1,-4,-4,-4,-4
7472,1983,0,3,2,1,2
7473,1981,0,-4,-4,-4,-4
7474,1982,2,-4,-4,-4,-4
7475,1984,0,-4,-4,-4,-4
7476,1981,3,-4,-4,-4,-4
7477,1983,3,-4,-4,-4,-4
7478,1980,2,-4,-4,-4,-4
7479,1982,2,-4,-4,-4,-4
7480,1984,3,-4,-4,-4,-4
7481,1983,0,-4,-4,-4,-4
7482,1980,2,-4,-4,-4,-4
7483,1982,2,3,2,1,2
7484,1982,2,-4,-4,-4,-4
7485,1981,0,1,3,4,1
7486,1980,2,-4,-4,-4,-4
7487,1984,2,-4,-4,-4,-4
7488,1982,2,-4,-4,-4,-4
7489,1983,2,-4,-4,-4,-4
7490,1984,-5,-5,-5,-5,-5
7491,1983,4,-4,-4,-4,-4
7492,1980,4,2,3,2,1
7493,1981,2,-4,-4,-4,-4
7494,1984,2,-4,-4,-4,-4
7495,1982,2,-4,-4,-4,-4
7496,1980,2,-4,-4,-4,-4
7497,1983,2,4,3,2,2
7498,1982,-5,-5,-5,-5,-5
7499,1984,2,3,1,-2,1
7500,1980,-5,-5,-5,-5,-5
7501,1982,0,3,3,1,1
7502,1982,-5,-5,-5,-5,-5
7503,1984,-5,-5,-5,-5,-5
7504,1984,2,3,2,2,1
7505,1983,2,-4,-4,-4,-4
7506,1980,2,-4,-4,-4,-4
7507,1982,4,-4,-4,-4,-4
7508,1984,0,-4,-4,-4,-4
7509,1983,2,3,-2,3,2
7510,1983,2,-4,-4,-4,-4
7511,1982,2,4,-2,-2,2
7512,1982,3,-4,-4,-4,-4
7513,1982,0,3,1,2,2
7514,1982,2,-4,-4,-4,-4
7515,1983,2,-4,-4,-4,-4
7516,1981,2,3,4,4,1
7517,1984,4,2,1,2,1
7518,1981,-5,-5,-5,-5,-5
7519,1981,2,-4,-4,-4,-4
7520,1982,4,-4,-4,-4,-4
7521,1983,4,-4,-4,-4,-4
7522,1983,2,-4,-4,-4,-4
7523,1981,1,2,2,2,1
7524,1982,2,-4,-4,-4,-4
7525,1980,0,-4,-4,-4,-4
7526,1982,0,-4,-4,-4,-4
7527,1984,0,-4,-4,-4,-4
7528,1980,2,-4,-4,-4,-4
7529,1982,2,-4,-4,-4,-4
7530,1981,2,-4,-4,-4,-4
7531,1981,2,-4,-4,-4,-4
7532,1983,0,2,2,3,2
7533,1981,2,-4,-4,-4,-4
7534,1982,4,-4,-4,-4,-4
7535,1980,2,-4,-4,-4,-4
7536,1981,2,2,2,3,1
7537,1983,2,-4,-4,-4,-4
7538,1982,-5,-5,-5,-5,-5
7539,1982,1,-4,-4,-4,-4
7540,1983,1,-4,-4,-4,-4
7541,1984,2,-4,-4,-4,-4
7542,1982,-5,-5,-5,-5,-5
7543,1982,3,-4,-4,-4,-4
7544,1984,2,-4,-4,-4,-4
7545,1982,0,4,4,4,2
7546,1983,2,-4,-4,-4,-4
7547,1984,2,-4,-4,-4,-4
7548,1981,-5,-5,-5,-5,-5
7549,1981,2,-4,-4,-4,-4
7550,1981,2,3,1,1,1
7551,1983,1,-4,-4,-4,-4
7552,1980,-5,-5,-5,-5,-5
7553,1982,4,-4,-4,-4,-4
7554,1981,2,2,1,4,1
7555,1983,2,-4,-4,-4,-4
